Timestamp,RSSI_Downlink,Status
2025-09-01 19:02:38.788,-78.00,Sucesso
2025-09-01 19:02:39.801,-78.00,Sucesso
2025-09-01 19:02:40.812,-78.00,Sucesso
2025-09-01 19:02:41.823,-78.00,Sucesso
2025-09-01 19:02:42.833,-78.00,Sucesso
2025-09-01 19:02:43.844,-78.00,Sucesso
2025-09-01 19:02:44.856,-78.00,Sucesso
2025-09-01 19:02:45.908,-78.00,Sucesso
2025-09-01 19:02:46.920,-78.00,Sucesso
2025-09-01 19:02:48.014,-78.00,Sucesso
2025-09-01 19:02:49.023,-78.00,Sucesso
2025-09-01 19:02:50.033,-78.00,Sucesso
2025-09-01 19:02:51.044,-78.00,Sucesso
2025-09-01 19:02:52.054,-78.00,Sucesso
2025-09-01 19:02:53.103,-78.00,Sucesso
2025-09-01 19:02:54.111,-78.00,Sucesso
2025-09-01 19:02:55.123,-78.00,Sucesso
2025-09-01 19:02:56.144,-78.00,Sucesso
2025-09-01 19:02:57.156,-78.00,Sucesso
2025-09-01 19:02:58.192,-78.00,Sucesso
2025-09-01 19:02:59.199,-78.00,Sucesso
2025-09-01 19:03:00.210,-78.00,Sucesso
2025-09-01 19:03:01.228,-78.00,Sucesso
2025-09-01 19:03:02.238,-78.00,Sucesso
2025-09-01 19:03:03.293,-78.00,Sucesso
2025-09-01 19:03:04.303,-78.00,Sucesso
2025-09-01 19:03:05.330,-78.00,Sucesso
2025-09-01 19:03:06.375,-78.00,Sucesso
2025-09-01 19:03:07.391,-78.00,Sucesso
2025-09-01 19:03:08.403,-77.00,Sucesso
2025-09-01 19:03:09.457,-77.00,Sucesso
2025-09-01 19:03:10.468,-77.00,Sucesso
2025-09-01 19:03:11.478,-77.00,Sucesso
2025-09-01 19:03:12.493,-77.00,Sucesso
2025-09-01 19:03:13.512,-77.00,Sucesso
2025-09-01 19:03:14.519,-77.00,Sucesso
2025-09-01 19:03:15.531,-77.00,Sucesso
2025-09-01 19:03:16.542,-77.00,Sucesso
2025-09-01 19:03:17.551,-77.00,Sucesso
2025-09-01 19:03:18.561,-76.00,Sucesso
2025-09-01 19:03:19.575,-76.00,Sucesso
2025-09-01 19:03:20.585,-73.00,Sucesso
2025-09-01 19:03:21.605,-75.00,Sucesso
2025-09-01 19:03:22.631,-75.00,Sucesso
