Timestamp,Luminosidade
2025-09-01 18:57:24.450,164
2025-09-01 18:57:25.464,163
2025-09-01 18:57:26.473,164
2025-09-01 18:57:27.483,164
2025-09-01 18:57:28.492,164
2025-09-01 18:57:29.531,163
2025-09-01 18:57:30.539,163
2025-09-01 18:57:31.554,163
2025-09-01 18:57:32.580,164
2025-09-01 18:57:33.608,164
2025-09-01 18:57:34.702,163
2025-09-01 18:57:35.728,163
2025-09-01 18:57:36.738,163
2025-09-01 18:57:37.750,163
2025-09-01 18:57:38.889,164
2025-09-01 18:57:39.899,163
2025-09-01 18:57:40.926,164
2025-09-01 18:57:41.951,164
2025-09-01 18:57:42.968,164
2025-09-01 18:57:43.990,164
2025-09-01 18:57:45.013,163
2025-09-01 18:57:46.025,163
2025-09-01 18:57:47.038,163
2025-09-01 18:57:48.046,164
2025-09-01 18:57:49.053,163
2025-09-01 18:57:50.063,164
2025-09-01 18:57:51.107,164
2025-09-01 18:57:52.124,164
2025-09-01 18:57:53.147,164
2025-09-01 18:57:54.157,164
2025-09-01 18:57:55.165,164
2025-09-01 18:57:56.178,164
2025-09-01 18:57:57.192,164
2025-09-01 18:57:58.238,164
2025-09-01 18:57:59.252,163
2025-09-01 18:58:00.269,163
2025-09-01 18:58:01.286,164
2025-09-01 18:58:02.342,163
2025-09-01 18:58:03.390,164
2025-09-01 18:58:04.400,163
2025-09-01 18:58:05.494,163
2025-09-01 18:58:06.509,163
2025-09-01 18:58:07.517,163
2025-09-01 18:58:08.554,163
2025-09-01 18:58:09.567,163
2025-09-01 18:58:10.577,163
2025-09-01 18:58:11.613,164
2025-09-01 18:58:12.622,164
2025-09-01 18:58:13.636,164
2025-09-01 18:58:14.647,164
2025-09-01 18:58:15.672,164
2025-09-01 18:58:16.685,163
2025-09-01 18:58:17.692,164
2025-09-01 18:58:18.755,164
2025-09-01 18:58:19.766,163
2025-09-01 18:58:20.784,164
2025-09-01 18:58:21.846,163
2025-09-01 18:58:22.872,163
2025-09-01 18:58:23.897,164
2025-09-01 18:58:24.930,164
2025-09-01 18:58:25.950,164
2025-09-01 18:58:26.959,163
2025-09-01 18:58:27.968,163
2025-09-01 18:58:28.977,164
2025-09-01 18:58:29.987,164
2025-09-01 18:58:30.997,164
2025-09-01 18:58:32.022,164
2025-09-01 18:58:33.035,164
2025-09-01 18:58:34.047,164
2025-09-01 18:58:35.080,164
2025-09-01 18:58:36.090,163
2025-09-01 18:58:37.120,164
2025-09-01 18:58:38.132,163
2025-09-01 18:58:39.145,164
2025-09-01 18:58:40.158,163
2025-09-01 18:58:41.166,164
2025-09-01 18:58:42.177,163
2025-09-01 18:58:43.186,163
2025-09-01 18:58:44.213,164
2025-09-01 18:58:45.223,164
2025-09-01 18:58:46.232,164
2025-09-01 18:58:47.267,163
2025-09-01 18:58:48.276,164
2025-09-01 18:58:49.286,164
2025-09-01 18:58:50.296,164
2025-09-01 18:58:51.305,163
2025-09-01 18:58:52.320,164
2025-09-01 18:58:53.354,164
2025-09-01 18:58:54.363,163
2025-09-01 18:58:55.375,163
2025-09-01 18:58:56.397,164
2025-09-01 18:58:57.414,164
2025-09-01 18:58:58.429,164
2025-09-01 18:58:59.443,163
2025-09-01 18:59:00.457,164
2025-09-01 18:59:01.467,163
2025-09-01 18:59:02.477,164
2025-09-01 18:59:03.492,164
2025-09-01 18:59:04.502,164
2025-09-01 18:59:05.511,164
2025-09-01 18:59:06.522,163
2025-09-01 18:59:07.529,163
2025-09-01 18:59:08.542,164
2025-09-01 18:59:09.574,164
2025-09-01 18:59:10.587,163
2025-09-01 18:59:11.601,164
2025-09-01 18:59:12.612,164
2025-09-01 18:59:13.627,163
2025-09-01 18:59:14.636,163
2025-09-01 18:59:15.663,164
2025-09-01 18:59:16.672,164
2025-09-01 18:59:17.691,164
2025-09-01 18:59:18.711,163
2025-09-01 18:59:19.720,164
2025-09-01 18:59:20.737,164
2025-09-01 18:59:21.749,164
2025-09-01 18:59:22.765,163
2025-09-01 18:59:23.772,164
2025-09-01 18:59:24.795,163
2025-09-01 18:59:25.813,163
2025-09-01 18:59:26.827,158
2025-09-01 18:59:27.868,163
2025-09-01 18:59:28.891,163
2025-09-01 18:59:29.898,163
2025-09-01 18:59:30.911,162
2025-09-01 18:59:31.922,163
2025-09-01 18:59:32.950,163
2025-09-01 18:59:33.963,163
2025-09-01 18:59:34.974,163
2025-09-01 18:59:35.985,164
2025-09-01 18:59:37.001,164
2025-09-01 18:59:38.011,164
2025-09-01 18:59:39.023,164
2025-09-01 18:59:40.046,164
2025-09-01 18:59:41.066,164
2025-09-01 18:59:42.075,163
2025-09-01 18:59:43.090,164
2025-09-01 18:59:44.103,163
2025-09-01 18:59:45.114,164
2025-09-01 18:59:46.123,164
2025-09-01 18:59:47.134,164
2025-09-01 18:59:48.147,164
2025-09-01 18:59:49.160,164
2025-09-01 18:59:50.173,164
2025-09-01 18:59:51.184,164
2025-09-01 18:59:52.245,164
2025-09-01 18:59:53.257,164
2025-09-01 18:59:54.275,164
2025-09-01 18:59:55.286,164
2025-09-01 18:59:56.300,164
2025-09-01 18:59:57.321,164
2025-09-01 18:59:58.344,164
2025-09-01 18:59:59.365,163
2025-09-01 19:00:00.390,164
2025-09-01 19:00:01.413,164
2025-09-01 19:00:02.437,164
2025-09-01 19:00:03.457,164
2025-09-01 19:00:04.467,164
2025-09-01 19:00:05.482,164
2025-09-01 19:00:06.493,163
2025-09-01 19:00:07.507,164
2025-09-01 19:00:08.589,163
2025-09-01 19:00:09.599,163
2025-09-01 19:00:10.611,164
2025-09-01 19:00:11.625,164
2025-09-01 19:00:12.649,164
2025-09-01 19:00:13.661,164
2025-09-01 19:00:14.670,164
2025-09-01 19:00:15.690,163
2025-09-01 19:00:16.707,164
2025-09-01 19:00:17.714,163
2025-09-01 19:00:18.725,164
2025-09-01 19:00:19.745,163
2025-09-01 19:00:20.762,163
2025-09-01 19:00:21.774,163
2025-09-01 19:00:22.788,164
2025-09-01 19:00:23.799,163
2025-09-01 19:00:24.809,164
2025-09-01 19:00:25.818,164
2025-09-01 19:00:26.825,164
2025-09-01 19:00:27.836,164
2025-09-01 19:00:28.852,164
2025-09-01 19:00:29.864,163
2025-09-01 19:00:30.874,164
2025-09-01 19:00:31.884,164
2025-09-01 19:00:32.891,164
2025-09-01 19:00:33.908,164
2025-09-01 19:00:34.917,164
2025-09-01 19:00:35.927,164
2025-09-01 19:00:36.964,164
2025-09-01 19:00:37.974,164
2025-09-01 19:00:38.992,164
2025-09-01 19:00:40.008,163
2025-09-01 19:00:41.018,164
2025-09-01 19:00:42.030,163
2025-09-01 19:00:43.038,164
2025-09-01 19:00:44.051,164
2025-09-01 19:00:45.061,163
2025-09-01 19:00:46.071,164
2025-09-01 19:00:47.082,164
2025-09-01 19:00:48.101,163
2025-09-01 19:00:49.128,164
2025-09-01 19:00:50.140,164
2025-09-01 19:00:51.153,163
2025-09-01 19:00:52.165,164
2025-09-01 19:00:53.179,164
2025-09-01 19:00:54.188,164
2025-09-01 19:00:55.199,163
2025-09-01 19:00:56.209,164
2025-09-01 19:00:57.220,164
2025-09-01 19:00:58.230,164
2025-09-01 19:00:59.239,163
2025-09-01 19:01:00.248,163
2025-09-01 19:01:01.259,164
2025-09-01 19:01:02.276,164
2025-09-01 19:01:03.302,164
2025-09-01 19:01:04.312,163
2025-09-01 19:01:05.350,164
2025-09-01 19:01:06.369,164
2025-09-01 19:01:07.381,163
2025-09-01 19:01:08.390,164
2025-09-01 19:01:09.411,163
2025-09-01 19:01:10.439,163
2025-09-01 19:01:11.456,163
2025-09-01 19:01:12.464,163
2025-09-01 19:01:13.474,164
2025-09-01 19:01:14.484,164
2025-09-01 19:01:15.492,164
2025-09-01 19:01:16.508,164
2025-09-01 19:01:17.518,164
2025-09-01 19:01:18.530,164
2025-09-01 19:01:19.541,164
2025-09-01 19:01:20.551,164
2025-09-01 19:01:21.561,164
2025-09-01 19:01:22.572,164
2025-09-01 19:01:23.581,164
2025-09-01 19:01:24.588,164
2025-09-01 19:01:25.601,164
2025-09-01 19:01:26.612,163
2025-09-01 19:01:27.643,164
2025-09-01 19:01:28.656,164
2025-09-01 19:01:29.666,164
2025-09-01 19:01:30.674,164
2025-09-01 19:01:31.688,164
2025-09-01 19:01:32.698,164
2025-09-01 19:01:33.720,164
2025-09-01 19:01:34.734,163
2025-09-01 19:01:35.751,164
2025-09-01 19:01:36.810,164
2025-09-01 19:01:37.819,164
2025-09-01 19:01:38.833,164
2025-09-01 19:01:39.845,164
2025-09-01 19:01:40.861,163
2025-09-01 19:01:41.875,164
2025-09-01 19:01:42.891,164
2025-09-01 19:01:43.899,164
2025-09-01 19:01:44.909,164
2025-09-01 19:01:45.933,164
2025-09-01 19:01:46.944,163
2025-09-01 19:01:47.959,164
2025-09-01 19:01:48.973,164
2025-09-01 19:01:49.984,163
2025-09-01 19:01:51.020,164
2025-09-01 19:01:52.085,164
2025-09-01 19:01:53.099,164
2025-09-01 19:01:54.114,164
2025-09-01 19:01:55.126,164
2025-09-01 19:01:56.144,164
2025-09-01 19:01:57.166,164
2025-09-01 19:01:58.177,164
2025-09-01 19:01:59.190,164
2025-09-01 19:02:00.202,164
2025-09-01 19:02:01.236,163
2025-09-01 19:02:02.247,164
2025-09-01 19:02:03.256,164
2025-09-01 19:02:04.269,164
2025-09-01 19:02:05.283,164
2025-09-01 19:02:06.294,164
2025-09-01 19:02:07.303,164
2025-09-01 19:02:08.325,164
2025-09-01 19:02:09.336,164
2025-09-01 19:02:10.346,164
2025-09-01 19:02:11.359,164
2025-09-01 19:02:12.370,164
2025-09-01 19:02:13.382,163
2025-09-01 19:02:14.393,164
2025-09-01 19:02:15.403,164
2025-09-01 19:02:16.416,164
2025-09-01 19:02:17.436,164
2025-09-01 19:02:18.448,163
2025-09-01 19:02:19.460,164
2025-09-01 19:02:20.499,164
2025-09-01 19:02:21.508,164
2025-09-01 19:02:22.527,164
2025-09-01 19:02:23.546,164
2025-09-01 19:02:24.554,164
2025-09-01 19:02:25.563,164
2025-09-01 19:02:26.575,164
2025-09-01 19:02:27.656,164
2025-09-01 19:02:28.666,163
2025-09-01 19:02:29.674,164
2025-09-01 19:02:30.692,164
2025-09-01 19:02:31.703,164
2025-09-01 19:02:32.727,164
2025-09-01 19:02:33.738,164
2025-09-01 19:02:34.746,164
2025-09-01 19:02:35.758,163
2025-09-01 19:02:36.773,164
2025-09-01 19:02:37.781,164
2025-09-01 19:02:38.788,164
2025-09-01 19:02:39.801,164
2025-09-01 19:02:40.812,164
2025-09-01 19:02:41.823,164
2025-09-01 19:02:42.833,164
2025-09-01 19:02:43.844,164
2025-09-01 19:02:44.856,163
2025-09-01 19:02:45.908,164
2025-09-01 19:02:46.920,164
2025-09-01 19:02:48.014,164
2025-09-01 19:02:49.023,164
2025-09-01 19:02:50.033,164
2025-09-01 19:02:51.044,164
2025-09-01 19:02:52.054,164
2025-09-01 19:02:53.103,164
2025-09-01 19:02:54.111,164
2025-09-01 19:02:55.123,164
2025-09-01 19:02:56.144,164
2025-09-01 19:02:57.156,164
2025-09-01 19:02:58.192,164
2025-09-01 19:02:59.199,164
2025-09-01 19:03:00.210,164
2025-09-01 19:03:01.228,164
2025-09-01 19:03:02.238,164
2025-09-01 19:03:03.293,164
2025-09-01 19:03:04.303,164
2025-09-01 19:03:05.330,164
2025-09-01 19:03:06.375,163
2025-09-01 19:03:07.391,164
2025-09-01 19:03:08.403,163
2025-09-01 19:03:09.457,164
2025-09-01 19:03:10.468,164
2025-09-01 19:03:11.478,164
2025-09-01 19:03:12.493,164
2025-09-01 19:03:13.512,164
2025-09-01 19:03:14.519,163
2025-09-01 19:03:15.531,164
2025-09-01 19:03:16.542,164
2025-09-01 19:03:17.551,164
2025-09-01 19:03:18.561,163
2025-09-01 19:03:19.575,163
2025-09-01 19:03:20.585,162
2025-09-01 19:03:21.605,162
2025-09-01 19:03:22.631,163
2025-09-01 19:03:23.658,164
2025-09-01 19:03:24.678,163
2025-09-01 19:03:25.688,162
2025-09-01 19:03:26.699,163
2025-09-01 19:03:27.712,163
2025-09-01 19:03:28.722,163
2025-09-01 19:03:29.751,164
2025-09-01 19:03:30.769,163
2025-09-01 19:03:31.787,164
2025-09-01 19:03:32.796,164
2025-09-01 19:03:33.810,163
2025-09-01 19:03:34.822,164
2025-09-01 19:03:35.840,163
2025-09-01 19:03:36.850,163
2025-09-01 19:03:37.917,164
2025-09-01 19:03:38.929,163
2025-09-01 19:03:39.938,164
2025-09-01 19:03:40.952,164
2025-09-01 19:03:41.966,164
2025-09-01 19:03:42.985,164
2025-09-01 19:03:44.060,164
2025-09-01 19:03:45.073,164
2025-09-01 19:03:46.083,164
2025-09-01 19:03:47.121,164
2025-09-01 19:03:48.190,164
2025-09-01 19:03:49.200,164
2025-09-01 19:03:50.216,164
2025-09-01 19:03:51.226,164
2025-09-01 19:03:52.239,164
2025-09-01 19:03:53.253,164
2025-09-01 19:03:54.300,164
2025-09-01 19:03:55.310,164
2025-09-01 19:03:56.327,164
2025-09-01 19:03:57.346,164
2025-09-01 19:03:58.378,164
2025-09-01 19:03:59.396,163
2025-09-01 19:04:00.415,164
2025-09-01 19:04:01.425,164
2025-09-01 19:04:02.462,164
2025-09-01 19:04:03.472,164
2025-09-01 19:04:04.481,164
2025-09-01 19:04:05.494,164
2025-09-01 19:04:06.503,164
2025-09-01 19:04:07.517,164
2025-09-01 19:04:08.531,164
2025-09-01 19:04:09.564,164
2025-09-01 19:04:10.572,164
2025-09-01 19:04:11.584,164
2025-09-01 19:04:12.683,164
2025-09-01 19:04:13.694,164
2025-09-01 19:04:14.714,164
2025-09-01 19:04:15.751,164
2025-09-01 19:04:16.793,164
2025-09-01 19:04:17.804,164
2025-09-01 19:04:18.819,164
2025-09-01 19:04:20.025,164
2025-09-01 19:04:21.040,163
2025-09-01 19:04:22.049,164
2025-09-01 19:04:23.061,164
2025-09-01 19:04:24.084,164
2025-09-01 19:04:25.099,163
2025-09-01 19:04:26.130,163
2025-09-01 19:04:27.168,164
2025-09-01 19:04:28.178,164
2025-09-01 19:04:29.214,164
2025-09-01 19:04:30.232,163
2025-09-01 19:04:31.245,163
2025-09-01 19:04:32.265,163
2025-09-01 19:04:33.274,161
2025-09-01 19:04:34.287,101
2025-09-01 19:04:35.435,62
2025-09-01 19:04:36.448,149
2025-09-01 19:04:37.463,162
2025-09-01 19:04:38.476,163
2025-09-01 19:04:39.487,-1
2025-09-01 19:04:40.499,-1
2025-09-01 19:04:41.520,-1
2025-09-01 19:04:42.531,-1
2025-09-01 19:04:43.584,-1
2025-09-01 19:04:44.593,-1
2025-09-01 19:04:45.604,-1
2025-09-01 19:04:46.617,-1
2025-09-01 19:04:47.627,-1
2025-09-01 19:04:48.653,97
2025-09-01 19:04:49.669,163
2025-09-01 19:04:50.679,165
2025-09-01 19:04:51.705,164
2025-09-01 19:04:52.713,165
2025-09-01 19:04:53.729,164
2025-09-01 19:04:54.741,165
2025-09-01 19:04:55.778,165
2025-09-01 19:04:56.826,165
2025-09-01 19:04:57.838,165
2025-09-01 19:04:58.862,164
2025-09-01 19:04:59.875,164
2025-09-01 19:05:00.911,164
2025-09-01 19:05:01.923,164
2025-09-01 19:05:02.933,164
2025-09-01 19:05:03.949,164
2025-09-01 19:05:04.957,164
2025-09-01 19:05:05.972,163
2025-09-01 19:05:07.018,163
2025-09-01 19:05:08.042,163
2025-09-01 19:05:09.063,164
2025-09-01 19:05:10.090,163
2025-09-01 19:05:11.100,163
2025-09-01 19:05:12.127,163
2025-09-01 19:05:13.145,163
2025-09-01 19:05:14.154,163
2025-09-01 19:05:15.167,162
2025-09-01 19:05:16.177,163
2025-09-01 19:05:17.198,163
2025-09-01 19:05:18.209,162
2025-09-01 19:05:19.239,163
2025-09-01 19:05:20.252,157
2025-09-01 19:05:21.262,163
2025-09-01 19:05:22.276,163
2025-09-01 19:05:23.286,163
2025-09-01 19:05:24.300,163
2025-09-01 19:05:25.314,163
2025-09-01 19:05:26.440,164
2025-09-01 19:05:27.477,163
2025-09-01 19:05:28.490,164
2025-09-01 19:05:29.511,164
2025-09-01 19:05:30.527,164
2025-09-01 19:05:31.538,163
2025-09-01 19:05:32.548,164
2025-09-01 19:05:33.581,163
2025-09-01 19:05:34.595,163
2025-09-01 19:05:35.669,163
2025-09-01 19:05:36.683,164
2025-09-01 19:05:37.711,163
2025-09-01 19:05:38.789,164
2025-09-01 19:05:39.810,164
2025-09-01 19:05:40.821,163
2025-09-01 19:05:41.837,163
2025-09-01 19:05:42.844,163
2025-09-01 19:05:43.852,163
2025-09-01 19:05:44.870,164
2025-09-01 19:05:45.891,163
2025-09-01 19:05:46.909,164
2025-09-01 19:05:47.920,163
2025-09-01 19:05:48.932,164
2025-09-01 19:05:49.947,163
2025-09-01 19:05:50.957,163
2025-09-01 19:05:51.971,163
2025-09-01 19:05:52.979,-1
2025-09-01 19:05:53.990,-1
2025-09-01 19:05:55.043,-1
2025-09-01 19:05:56.086,-1
2025-09-01 19:05:57.095,-1
2025-09-01 19:05:58.104,-1
2025-09-01 19:05:59.122,-1
2025-09-01 19:06:00.133,-1
2025-09-01 19:06:01.194,-1
2025-09-01 19:06:02.208,-1
2025-09-01 19:06:03.221,-1
2025-09-01 19:06:04.231,-1
2025-09-01 19:06:05.252,-1
2025-09-01 19:06:06.273,-1
2025-09-01 19:06:07.295,-1
2025-09-01 19:06:08.314,-1
2025-09-01 19:06:09.323,-1
2025-09-01 19:06:10.332,-1
2025-09-01 19:06:11.342,-1
2025-09-01 19:06:12.352,-1
2025-09-01 19:06:13.360,-1
2025-09-01 19:06:14.370,-1
2025-09-01 19:06:15.388,-1
2025-09-01 19:06:16.402,-1
2025-09-01 19:06:17.415,-1
2025-09-01 19:06:18.428,-1
2025-09-01 19:06:19.440,163
2025-09-01 19:06:20.449,165
2025-09-01 19:06:21.466,166
2025-09-01 19:06:22.475,166
2025-09-01 19:06:23.488,166
2025-09-01 19:06:24.501,166
2025-09-01 19:06:25.514,166
2025-09-01 19:06:26.524,166
2025-09-01 19:06:27.536,165
2025-09-01 19:06:28.545,165
2025-09-01 19:06:29.555,125
2025-09-01 19:06:30.580,163
2025-09-01 19:06:31.602,165
2025-09-01 19:06:32.611,164
2025-09-01 19:06:33.619,165
2025-09-01 19:06:34.634,166
2025-09-01 19:06:35.642,166
2025-09-01 19:06:36.654,165
2025-09-01 19:06:37.666,164
2025-09-01 19:06:38.675,165
2025-09-01 19:06:39.690,164
2025-09-01 19:06:40.761,164
2025-09-01 19:06:41.770,165
2025-09-01 19:06:42.783,164
2025-09-01 19:06:43.794,164
2025-09-01 19:06:44.810,165
2025-09-01 19:06:45.841,164
2025-09-01 19:06:46.856,164
2025-09-01 19:06:47.871,164
2025-09-01 19:06:48.880,165
2025-09-01 19:06:49.895,164
2025-09-01 19:06:50.919,164
2025-09-01 19:06:51.939,164
2025-09-01 19:06:52.948,165
2025-09-01 19:06:53.961,165
2025-09-01 19:06:54.974,164
2025-09-01 19:06:55.984,165
2025-09-01 19:06:56.997,164
2025-09-01 19:06:58.010,164
2025-09-01 19:06:59.024,165
2025-09-01 19:07:00.039,164
2025-09-01 19:07:01.080,164
2025-09-01 19:07:02.093,164
2025-09-01 19:07:03.104,164
2025-09-01 19:07:04.120,164
2025-09-01 19:07:05.146,165
2025-09-01 19:07:06.157,165
2025-09-01 19:07:07.182,165
2025-09-01 19:07:08.194,165
2025-09-01 19:07:09.208,164
2025-09-01 19:07:10.218,165
2025-09-01 19:07:11.246,164
2025-09-01 19:07:12.261,165
2025-09-01 19:07:13.276,164
2025-09-01 19:07:14.290,164
2025-09-01 19:07:15.336,165
2025-09-01 19:07:16.354,165
2025-09-01 19:07:17.372,164
2025-09-01 19:07:18.385,164
2025-09-01 19:07:19.395,165
2025-09-01 19:07:20.411,164
2025-09-01 19:07:21.434,164
2025-09-01 19:07:22.454,164
2025-09-01 19:07:23.464,165
2025-09-01 19:07:24.472,165
2025-09-01 19:07:25.489,164
2025-09-01 19:07:26.500,165
2025-09-01 19:07:27.513,164
2025-09-01 19:07:28.655,164
2025-09-01 19:07:29.666,164
2025-09-01 19:07:30.684,164
2025-09-01 19:07:31.707,164
2025-09-01 19:07:32.717,164
2025-09-01 19:07:33.727,164
2025-09-01 19:07:34.742,164
2025-09-01 19:07:35.760,164
2025-09-01 19:07:36.771,165
2025-09-01 19:07:37.782,164
2025-09-01 19:07:38.811,164
2025-09-01 19:07:39.823,165
2025-09-01 19:07:40.835,164
2025-09-01 19:07:41.852,164
2025-09-01 19:07:42.877,164
2025-09-01 19:07:43.886,164
2025-09-01 19:07:44.917,164
2025-09-01 19:07:45.952,164
2025-09-01 19:07:46.966,164
2025-09-01 19:07:47.991,164
2025-09-01 19:07:49.086,164
2025-09-01 19:07:50.126,164
2025-09-01 19:07:51.138,164
2025-09-01 19:07:52.180,164
2025-09-01 19:07:53.190,163
2025-09-01 19:07:54.204,164
2025-09-01 19:07:55.223,163
2025-09-01 19:07:56.231,163
2025-09-01 19:07:57.238,163
2025-09-01 19:07:58.246,164
2025-09-01 19:07:59.256,163
2025-09-01 19:08:00.264,163
2025-09-01 19:08:01.279,164
2025-09-01 19:08:02.298,163
2025-09-01 19:08:03.310,163
2025-09-01 19:08:04.320,164
2025-09-01 19:08:05.328,164
2025-09-01 19:08:06.340,164
2025-09-01 19:08:07.349,163
2025-09-01 19:08:08.357,163
2025-09-01 19:08:09.365,163
2025-09-01 19:08:10.386,164
2025-09-01 19:08:11.406,164
2025-09-01 19:08:12.413,164
2025-09-01 19:08:13.422,164
2025-09-01 19:08:14.442,163
2025-09-01 19:08:15.455,163
2025-09-01 19:08:16.463,164
2025-09-01 19:08:17.470,164
2025-09-01 19:08:18.494,164
2025-09-01 19:08:19.505,164
2025-09-01 19:08:20.518,163
2025-09-01 19:08:21.526,163
2025-09-01 19:08:22.537,164
2025-09-01 19:08:23.552,164
2025-09-01 19:08:24.561,164
2025-09-01 19:08:25.576,163
2025-09-01 19:08:26.584,163
2025-09-01 19:08:27.709,164
2025-09-01 19:08:28.722,164
2025-09-01 19:08:29.735,163
2025-09-01 19:08:30.760,163
2025-09-01 19:08:31.822,164
2025-09-01 19:08:32.832,164
2025-09-01 19:08:33.845,164
2025-09-01 19:08:34.858,164
2025-09-01 19:08:35.878,164
2025-09-01 19:08:36.894,164
2025-09-01 19:08:37.904,164
2025-09-01 19:08:39.057,163
2025-09-01 19:08:40.098,164
2025-09-01 19:08:41.111,164
2025-09-01 19:08:42.150,163
2025-09-01 19:08:43.159,164
2025-09-01 19:08:44.178,163
2025-09-01 19:08:45.204,164
2025-09-01 19:08:46.222,163
2025-09-01 19:08:47.268,163
2025-09-01 19:08:48.278,163
2025-09-01 19:08:49.296,163
2025-09-01 19:08:50.313,163
2025-09-01 19:08:51.326,163
2025-09-01 19:08:52.346,163
2025-09-01 19:08:53.359,163
2025-09-01 19:08:54.393,163
2025-09-01 19:08:55.404,163
2025-09-01 19:08:56.418,164
2025-09-01 19:08:57.456,163
2025-09-01 19:08:58.468,163
2025-09-01 19:08:59.490,163
2025-09-01 19:09:00.508,163
2025-09-01 19:09:01.593,163
2025-09-01 19:09:02.609,163
2025-09-01 19:09:03.631,163
2025-09-01 19:09:04.652,164
2025-09-01 19:09:05.667,163
2025-09-01 19:09:06.680,163
